FondsID,SubfondsID,SeriesID,Container,No,Title Original,Title English,Date of Creation (YYYY),Date of Creation (MM),Date of Creation (DD),Date of Creation2 (YYYY),Date of Creation2 (MM),Date of Creation2 (DD),Creator,Collector,Type,Genre,Extent,Description Level,Language,Description/Annotation/Abstract,Temporal Coverage1 (YYYY),Temporal Coverage2 (YYYY),Spatial Coverage1,Spatial Coverage2,Spatial Coverage3,Geo Coordinates,"Subject (Event, Topic, Corporate body, Location outside of YU)",Subject (Person),Privacy/Access,Internal Note,Preview
205,4,120,4,2,Politics: Politics,,1994,1,22,1995,6,13,Frankfurter Allgemeine Zeitung|The New York Times|Associated Press (AP)|Die Presse|Wal Street Journal|The Guardian|Financial Times|Reuter|Borba|The Economist|Stuttgarter Zeitung|Der Spiegel|Vreme|,Open Media Research Institute,Textual,press clippings|agency news|research paper,95,Folder,German|English|Croatian|Serbian|,"Yugoslav government introduces new currency which is supposed to be fully convertible, called ‘’super dinar’’|Research paper titled ‘’Serbia chooses aggression’’, by Nicholas J. Miller|The effects of international sanctions on the economies of Serbia and Montenegro|Second congress of Serbian intellectuals: story about it in Croatian newspapers|Economic program of Dragoslav Avramović managed to curb hyperinflation|Interview with Milan Kučan about the dissolution of Yugoslavia|Slobodan Milošević splits with Bosnian Serb leadership over the war in Bosnia|Milošević enforces blockade for Bosnian Serbs, except for humanitarian aid: growing outside pressure for international monitoring|Announcement of the session of the Parliament of Republic Srpska Krajina|Local TV stations in Serbia and their instrumental use by political parties|",1994,1995,,,Beograd,"44.786568,20.448923",Sanctions|Inflation|UN (United Nations)|Washington|NATO (North Atlantic Treaty Organization)|,"Mladić, Ratko|Ražnatović, Željko|Milošević, Slobodan| Šešelj, Vojislav| Jovanović, Vladislav|Avramović, Dragoslav|Kučan, Milan|Karadžić, Radovan|Patriarch of Serbia, Pavle|Babić, Milan|Martić, Milan|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Goražde,"43.668544,18.974854",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Zvornik,"44.386889,19.103209",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Zagreb,"45.815011,15.981919",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Tuzla,"44.537461,18.673469",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
205,4,120,4,3,Politics: Citizenship,,1993,10,29,1996,7,26,NIN|Vreme|Borba|Politika|Sueddeutsche Zeitung|Monitor|,Open Media Research Institute,Textual,press clippings|agency news|research paper,9,Folder,Serbian|German|,FR Yugoslavia is preparing a new Law on citizenship|FR Yugoslavia not to recognize the continuity of Yugoslav citizenship to its citizens born in other parts of the former Federal state|The effects of the new Law on Yugoslav citizenship on Montenegro|,1993,1996,,,Beograd,"44.786568,20.448923",Citizenship|,"Savović, Margit|Jokanović, Vukašin|",,,
205,4,120,4,4,Politics: Constitution: Federal [Yugoslav],,1992,1,2,1992,7,22,Financial Times|Frankfurter Allgemeine Zeitung|Borba|Oslobođenje|Vjesnik|NIN|,Open Media Research Institute,Textual,press clippings|agency news|research paper,30,Folder,German|English|Serbian|,"Another ceasefire agreed, as a precondition for the dispatch of UN peace-keeping forces to Croatia|Interview with Zoran Žižić, Vice President of Montenegrin Government about the basis for the setup of joint state of Serbia and Montenegro|Commentary about the Constitution of Yugoslavia consisting of Serbia and Montenegro|Research paper in German, by Anton Bebler|Constitutional committee of Serbian National Asembly discusses a draft version of the Constitution of Third Yugoslavia and the working version on new Constitution|",1992,1992,,,Beograd,"44.786568,20.448923",UN (United Nations)|War in Croatia|State building|Constitution|,"Milošević, Slobodan|Bakočević, Aleksandar|Vance, Cyrus|Žižić, Zoran|Bulatović, Momir| Kostić, Branko|",,"WRONG/MISSING DATA:The ""Year end"" data of this entry should be corrected in the catalog according to the indications in this database.",
205,4,120,4,5,Politics: Constitution: Serbian,,1992,1,3,1996,3,21,Politika| Agence France-Presse (AFP)|Reuter|Die Presse|Borba|NIN|,Open Media Research Institute,Textual,press clippings|agency news|,25,Folder,German|Serbian|English|,Dragoslav Aleksić of SPS and Slobodan Rakitić of SPO talk about the level of democratization in Serbia|Serbian National Assembly votes for Constitution changes before elections|Crown prince Aleksandar Karađorđević thinks that there is a strong support in Serbia for constitutional monarchy|It has been three years of Federation of Serbia and Montenegro| Several articles about the implications of the possible federal set up of FR Yugoslavia|,1992,1996,,,Beograd,"44.786568,20.448923",Constitution|SPO (Serbian Renewal Movement)|SPS (Socialist Party of Serbia)|,"Rakitić, Slobodan|Aleksić, Dragoslav|Milošević, Slobodan|Karađorđević, Aleksandar|",,,
205,4,120,4,6,Politics: Demonstrations,,1996,11,25,1997,3,10,The Wall Street Journal Europe|Frankfurter Allgemeine Zeitung|International Herald Tribune|NIN|Naša Borba|Washington Post|Associated Press| Agence France-Presse (AFP)|The Los Angeles Times|Vreme|,Open Media Research Institute,Textual,press clippings|agency news|,75,Folder,English|German|Serbian|,"Opposition victory in local elections in Belgrade annulled, protests follow|Tens of thousands of people protest in Belgrade to put pressure on Milošević to recognize the results of elections|Milošević makes several concessions amid large protests: Radio B92 is allowed to resume broadcasting after being shut down|NIN has a whole section dedicated to the protests which followed after annulled electoral results|Street fights erupt between Milošević’s supproters and opposition protesters|Protesters clash with police in a protest against annulment of electoral results|Leaders of student protest in Belgrade for NIN talk about the current situation, their demands and what do they expect|Story about the leaders of student protest|Interviews with Vesna Pešić, Zoran Đinđić and Vuk Drašković for Vreme after Milošević backed down and admitted the opposition victory at local elections|Coalition Zajedno (Together) holds a rally at the Square of Republic in Belgrade|",1996,1997,,,Beograd,"44.786568,20.448923",Protests|Elections|SPS (Socialist Party of Serbia)|OSCE (Organization for Security and Co-Operation in Europe)|Coalition Zajedno (Together)|,"Milošević, Slobodan|Đinđić, Zoran|Drašković, Vuk|Jovanović, Čedomir|Pešić, Vesna|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Novi Sad,"45.267135,19.83355",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Niš,"43.317750, 21.907438",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Kragujevac,"44.012793,20.911423",,,,,
205,4,120,4,7,Politics: Election: Federal [Yugoslav],,1992,5,19,1993,1,13,Borba|Politika|Washington Post|Eastern Europe Newsletter,Open Media Research Institute,Textual,agency news|press clippings|newsletter ,125,Folder,Serbian|English|,"Yugolavian parliamentary elections May, 1992: SPS leads with 40.72 % of the votes, SRS is second with 30.79|DPSCG wins the elections in Montenegro|The Federal  Government announced the organization of a round table regarding the electoral system, the financing of political parties in the electoral process, the use of the means of communication and the creation of fair conditions for participation on the upcoming by-elections|What kind of economic programs do the political parties offer?|Rules for the conduct of the media during the electoral campaign|Which parties might form a coalition? |The by-elections as a solution of the crisis|Referendum for change of the constitution of Republic of Serbia|By-elections in Yugoslavia: 4.612 candidates run for a place in the Serbian Parliament, while 951 for the Montenegrin|First results from the by-elections|Massive boycott of the by-elections by the Albanians|Milošević won the elections: unexpected progress of the radicals|DEPOS: the elections were not fair|What the world writes regarding the elections in Yugoslavia|The “socialists” won the second round too|The Belgrade Junta ",1992,1993,,,Beograd,"44.786568,20.448923",SPS (Socialist Party of Serbia)|SRS (Serbian Radical Party) |Elections|Republic electoral commission|DS (Democratic Party) |DS (Democratic Party)|DPSCG (Democratic Party of Socialists of Montenegro)|SNO(Serbian National Renewal)| DEPOS (Democratic Movement of Serbia)|DSS (Democratic Party of Serbia)|Irregularities|Opposition|Kosovo|Media| ,"Đinđić, Zoran|Mićunović, Dragoljub|Ćosić, Dobrica|Kontić, Radoje|Panić, Milan|Goati, Vladimir|Marković, Čedomir| Jović, Mirko|Janković, Vladeta|Bakočević, Aleksandar|Milošević, Slobodan|Drašković, Vuk|Koštunica, Vojislav|Mićunović, Dragoljub|Bulatović, Momir|Šešelj, Vojislav|Agani, Fehmi| ",,,The Belgrade Junta
,,,,,,,,,,,,,,,,,,,,,,,,,Podgorica,"42.441286,19.262892",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Nikšić,"44.772181,17.191",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Priština,"42.662914,21.165503",,,,,
205,4,120,5,1,Politics: Elections: Serbian,,1992,4,29,1992,12,28,Borba|Wall Street Journal Europe|Politika|Reuter|Financial Times|NIN|Le Figaro|Suddeutsche Zeitung| Financial Times|The Los Angeles Times|The New York Times|The Guardian|Newsweek|Der Tagesspiegel|Handelsblatt|,Open Media Research Institute,Textual,press clippings|agency news|research paper,105,Folder,Serbian|English|German|,"Several articles about electoral system in the upcoming federal elections in FR Yugoslavia|First municipal multiparty elections in Serbia: results|Round table about the announced set of electoral laws|Dobrica Ćosić announces elections for federal MPs on December 20|Milan Panić remains the Prime Minister of FR Yugoslavia|Serbian opposition states that there are still no conditions for early elections, mainly due to the unprofessional behavior of RTS|Interview with Matija Bećković|Report about the public poll about voting preferences in Serbia| Milan Panić to challenge Milošević for the Serbian presidency|Research paper by Milan Andrejevich, titled ‘’What future Serbia’’|Milan Panić holds an electoral rally in Niš|Dobrica Ćosić endorses Milan Panić in the upcoming presidential elections|Research paper about elections in Serbia in 1992, by Milan Andrejevich|",1992,1992,,,Beograd,"44.786568,20.448923",Elections|DEPOS (Democratic Movement of Serbia)|SPS|SRS|UN (United Nations)|War in Bosnia|RTS (Radio Television Serbia)|DS (Democratic Party)|,"Kljajić, Njegovan|Milošević, Slobodan|Šešelj, Vojislav|Ćosić, Dobrica|Panić, Milan|Đukanović, Milo| Bulatović, Momir|Bećković, Matija|Mićunović, Dragoljub|Dačić, Ivica|",,"WRONG ORDER:The catalog entries for this box should follow the order of folders as indicated in this database. The folders in the box are arranged according to the order present in this database.WRONG/MISSING DATA:The ""Year start"" data of this entry should be corrected in the catalog according to the indications in this database.",
,,,,,,,,,,,,,,,,,,,,,,,,,Priština,"42.662914,21.165503",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Niš,"43.317750, 21.907438",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sremski Karlovci,"45.181036, 19.944269",,,,,
205,4,120,5,2,Politics: Election: Serbian,,1993,5,10,1993,12,24,Borba|Vreme|NIN|Die Presse|Stuttgarter Zeitung|The Daily Telegraph|Die Zeit|The Guardian|The European|The Independent|Handelsblatt|Der Tagesspiel|Frankfurter Algemeine Zeitung|Frankfurter Rundschau|Neue Zuercher Zeitung|Financial Times|Los Angeles Times|The London Times|New York Times|Die Welt|Daily Telegraph|The Independent|Vjesnik|Die Tageszeitung|The Economist|,Open Media Research Institute,Textual,research study|press clippings|agency news|,111,Folder,English|Serbian|German|Croatian|,Are by-elections possible in  Serbia and FR Yugoslavia?|How was the TV presentation of the electoral campaigns in 1992?|A war criminal ss favorite for winning the by-elections|Milošević remains uncontested according to surveys|By-elections in Serbia: the parliament to remain nationalist|Candidates united on “Greater Serbia”|The Yugoslav elections become another weapon for Serbian nationalism|The situation in postelection Serbia|The socialists do not have a majority in the parliament|Ruling party claims win in Serbia|Serbian socialists face struggle to form government|,1993,1993,,,Beograd,"44.786568,20.448923",By-elections|SPS (Socialist Party of Serbia)| Democratic Movement of Serbia (DEPOS) |DSS (Democratic Party of Serbia)|SRS (Serbian Radical Party)|Media|War criminal|Party bargaining|SNO(Serbian National Renewal)|SPO (Serbian Renewal Movement)|Great Serbia|War|Inflation|Economy|Coalitions|,"Milošević, Slobodan|Drašković, Vuk|Marković, Čedomir|Šešelj, Vojislav|Šipovac, Nedeljko|Goati, Vladimir|Ražnjatović, Željko|Đinđić, Zoran|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Smederevo,"44.665894,20.933517",,,,,
205,4,120,5,3,Politics: Election: Serbian,,1994,1,10,1997,2,13,Vreme|Borba|Naša borba|Politika|Tageszeitung|London Times|Los Angeles Times|Financial Times|Daily Telegraph|The Guardian|Der Standard|Süddeutsche Zeitung|Nedeljna Borba|Neue Zürcher Zeitung|,Open Media Research Institute,Textual,research papers|press clippings|agency news|,124,Folder,Serbian|English|German,First regular elections to be organized in Serbia|Review of the election frequency in the countries of Former Yugoslavia|Pre-electoral engineering|Milošević’s party wants to amend the voting law|The Yugoslavian federal and local elections were scheduled for November 3rd 1996|More than 10.000 citizens attend the rally of the coalition “Together” in Niš|Koštunica: I expect changes in favor of the opposition|The opposition claims the election were not fair|The ruling parties claim big wins on the elections in Yugoslavia|Protests organized by the opposition in cities around Serbia: they accuse the ruling party for electoral fraud|Milošević misjudged the will of the voters|Chronology of key events in the Serbian political crisis|Milošević is ready to recognize the victory of the opposition|,1994,1997,,,Beograd,"44.786568,20.448923","SPS (Socialist Party of Serbia)|DS (Democratic Party)|GSS (Civic Alliance of Serbia)|SPO (Serbian Renewal Movement)|Coalitions|Serbian opposition|Christopher, Warren|SDA (Party of Democratic Action)| Koalicija “Zajedno” (Coalition “Together”)|Republic electoral commission|JUL (Yugoslav left)|ND (New Democracy)|Electoral irregularities|Media|Protests|","Dačić, Ivica|Clinton, Bill|Kontić, Radoje|Panić, Milan|Pešić, Vesna|Drašković, Vuk|Đinđić, Zoran|Koštunica, Vojislav|Šešelj, Vojislav|Milošević, Slobodan|Kovačević, Ivan|Jovanović, Milorad|Avramović, Dragoslav|Lilić, Zoran|Kojen, Leon|Perović, Slavko|Kilibarda, Novak|Avramović, Dragoslav|Marković, Mira|Ugljanin, Sulejman|DPSCG (Democratic Party of Socialists of Montenegro)|Čović, Nebojša|",,,
